               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,           0.0087407,            0.003899,                   0,             0.99982,                   1,               0.995,             0.95031,           0.0047108,           0.0018823,                   0,            0.005116,            0.005116,            0.005116
                 150,           0.0081224,           0.0036882,                   0,             0.99982,                   1,               0.995,               0.995,           0.0029623,           0.0017534,                   0,            0.005083,            0.005083,            0.005083
                 151,           0.0089236,           0.0037784,                   0,             0.99982,                   1,               0.995,             0.99443,           0.0038659,           0.0017899,                   0,             0.00505,             0.00505,             0.00505
                 152,           0.0079516,           0.0035879,                   0,             0.99982,                   1,               0.995,              0.9946,           0.0032318,           0.0017055,                   0,            0.005017,            0.005017,            0.005017
                 153,           0.0083147,           0.0036361,                   0,             0.99982,                   1,               0.995,             0.98833,           0.0034747,           0.0017348,                   0,            0.004984,            0.004984,            0.004984
                 154,           0.0077443,           0.0033087,                   0,             0.99982,                   1,               0.995,               0.995,           0.0027556,            0.001671,                   0,            0.004951,            0.004951,            0.004951
                 155,           0.0080261,           0.0036736,                   0,             0.99982,                   1,               0.995,               0.995,           0.0025139,           0.0016339,                   0,            0.004918,            0.004918,            0.004918
                 156,           0.0078744,           0.0035286,                   0,             0.99982,                   1,               0.995,             0.98775,            0.004027,           0.0018776,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.007141,           0.0033097,                   0,             0.99982,                   1,               0.995,             0.99453,           0.0028015,           0.0016402,                   0,            0.004852,            0.004852,            0.004852
                 158,           0.0077364,            0.003422,                   0,             0.99982,                   1,               0.995,             0.99328,           0.0026149,           0.0016232,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.008297,             0.00354,                   0,             0.99982,                   1,               0.995,               0.995,           0.0031501,            0.001636,                   0,            0.004786,            0.004786,            0.004786
                 160,           0.0079745,           0.0035278,                   0,             0.99982,                   1,               0.995,             0.97421,           0.0034677,           0.0017226,                   0,            0.004753,            0.004753,            0.004753
                 161,           0.0074283,             0.00356,                   0,             0.99982,                   1,               0.995,             0.97965,           0.0030224,           0.0016192,                   0,             0.00472,             0.00472,             0.00472
                 162,           0.0070234,           0.0033281,                   0,             0.99982,                   1,               0.995,               0.995,           0.0027428,           0.0015939,                   0,            0.004687,            0.004687,            0.004687
                 163,           0.0079368,           0.0035922,                   0,             0.99982,                   1,               0.995,               0.995,           0.0033233,           0.0016183,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.008207,           0.0035419,                   0,             0.99982,                   1,               0.995,             0.99491,           0.0032444,           0.0015929,                   0,            0.004621,            0.004621,            0.004621
                 165,           0.0074091,           0.0033783,                   0,             0.99982,                   1,               0.995,               0.995,           0.0043048,           0.0017374,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.007524,           0.0034891,                   0,             0.99982,                   1,               0.995,             0.99286,           0.0036568,           0.0016398,                   0,            0.004555,            0.004555,            0.004555
                 167,           0.0081959,           0.0035444,                   0,             0.99982,                   1,               0.995,               0.995,           0.0025667,           0.0015744,                   0,            0.004522,            0.004522,            0.004522
                 168,           0.0073577,           0.0036287,                   0,             0.99982,                   1,               0.995,             0.98758,           0.0051196,           0.0017734,                   0,            0.004489,            0.004489,            0.004489
                 169,           0.0078952,           0.0032524,                   0,             0.99982,                   1,               0.995,             0.99427,           0.0034172,           0.0018804,                   0,            0.004456,            0.004456,            0.004456
                 170,           0.0065456,           0.0033853,                   0,             0.99982,                   1,               0.995,             0.98577,           0.0034932,           0.0016537,                   0,            0.004423,            0.004423,            0.004423
                 171,           0.0075696,           0.0034696,                   0,             0.99982,                   1,               0.995,             0.99488,           0.0025027,           0.0015202,                   0,             0.00439,             0.00439,             0.00439
                 172,           0.0069749,           0.0033098,                   0,             0.99982,                   1,               0.995,             0.99418,           0.0038524,           0.0016788,                   0,            0.004357,            0.004357,            0.004357
                 173,           0.0068148,           0.0034739,                   0,             0.99982,                   1,               0.995,             0.99471,           0.0024802,           0.0015008,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.007269,           0.0033752,                   0,             0.99982,                   1,               0.995,             0.99433,           0.0030666,           0.0015093,                   0,            0.004291,            0.004291,            0.004291
                 175,           0.0071264,           0.0031336,                   0,             0.99982,                   1,               0.995,               0.995,           0.0027048,           0.0015017,                   0,            0.004258,            0.004258,            0.004258
                 176,           0.0070651,            0.003156,                   0,             0.99982,                   1,               0.995,             0.99472,           0.0025875,           0.0016443,                   0,            0.004225,            0.004225,            0.004225
                 177,           0.0067741,           0.0031824,                   0,             0.99982,                   1,               0.995,               0.995,            0.002402,           0.0015399,                   0,            0.004192,            0.004192,            0.004192
                 178,           0.0073097,           0.0033083,                   0,             0.99982,                   1,               0.995,             0.99487,           0.0028376,           0.0015536,                   0,            0.004159,            0.004159,            0.004159
                 179,           0.0070473,           0.0030472,                   0,             0.99982,                   1,               0.995,               0.995,           0.0023137,           0.0014801,                   0,            0.004126,            0.004126,            0.004126
                 180,           0.0065946,           0.0031712,                   0,             0.99982,                   1,               0.995,               0.995,           0.0041453,           0.0016192,                   0,            0.004093,            0.004093,            0.004093
                 181,           0.0063475,           0.0031448,                   0,             0.99983,                   1,               0.995,             0.99149,           0.0035437,           0.0015885,                   0,             0.00406,             0.00406,             0.00406
                 182,           0.0065292,           0.0032751,                   0,             0.99983,                   1,               0.995,             0.99293,           0.0028708,           0.0014007,                   0,            0.004027,            0.004027,            0.004027
                 183,           0.0068286,           0.0030487,                   0,             0.99983,                   1,               0.995,             0.99441,           0.0023891,           0.0013409,                   0,            0.003994,            0.003994,            0.003994
                 184,           0.0068398,           0.0033884,                   0,             0.99983,                   1,               0.995,             0.98554,           0.0033447,           0.0015512,                   0,            0.003961,            0.003961,            0.003961
                 185,           0.0067909,           0.0032089,                   0,             0.99983,                   1,               0.995,               0.995,           0.0020893,           0.0013429,                   0,            0.003928,            0.003928,            0.003928
                 186,           0.0072227,           0.0032506,                   0,             0.99983,                   1,               0.995,             0.99476,           0.0026285,           0.0015279,                   0,            0.003895,            0.003895,            0.003895
                 187,           0.0069467,           0.0030763,                   0,             0.99982,                   1,               0.995,               0.995,           0.0021078,           0.0013714,                   0,            0.003862,            0.003862,            0.003862
                 188,           0.0064549,           0.0031773,                   0,             0.99983,                   1,               0.995,               0.995,           0.0027764,           0.0015054,                   0,            0.003829,            0.003829,            0.003829
                 189,           0.0065262,           0.0032878,                   0,             0.99983,                   1,               0.995,               0.995,            0.001977,           0.0013557,                   0,            0.003796,            0.003796,            0.003796
                 190,           0.0061294,           0.0031305,                   0,             0.99982,                   1,               0.995,               0.995,           0.0024758,           0.0014873,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.006731,           0.0032336,                   0,             0.99982,                   1,               0.995,               0.995,           0.0021367,           0.0013757,                   0,             0.00373,             0.00373,             0.00373
                 192,           0.0060683,            0.003033,                   0,             0.99982,                   1,               0.995,               0.995,           0.0027018,           0.0014385,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.006211,           0.0031713,                   0,             0.99983,                   1,               0.995,               0.995,           0.0025886,           0.0014894,                   0,            0.003664,            0.003664,            0.003664
                 194,           0.0063165,           0.0029984,                   0,             0.99983,                   1,               0.995,               0.995,           0.0024969,            0.001449,                   0,            0.003631,            0.003631,            0.003631
                 195,           0.0067305,           0.0033081,                   0,             0.99983,                   1,               0.995,               0.995,           0.0023288,           0.0014865,                   0,            0.003598,            0.003598,            0.003598
                 196,           0.0063461,           0.0031422,                   0,             0.99983,                   1,               0.995,               0.995,           0.0024621,           0.0015163,                   0,            0.003565,            0.003565,            0.003565
                 197,           0.0064222,           0.0032523,                   0,             0.99983,                   1,               0.995,             0.99447,           0.0020063,           0.0014286,                   0,            0.003532,            0.003532,            0.003532
                 198,           0.0064588,           0.0032711,                   0,             0.99983,                   1,               0.995,               0.995,           0.0024408,           0.0014075,                   0,            0.003499,            0.003499,            0.003499
                 199,           0.0065369,           0.0031131,                   0,             0.99983,                   1,               0.995,               0.995,           0.0028744,           0.0014436,                   0,            0.003466,            0.003466,            0.003466
                 200,           0.0065986,           0.0033504,                   0,             0.99983,                   1,               0.995,               0.995,           0.0022639,           0.0013506,                   0,            0.003433,            0.003433,            0.003433
                 201,           0.0066347,           0.0033223,                   0,             0.99982,                   1,               0.995,               0.995,            0.002053,           0.0013344,                   0,              0.0034,              0.0034,              0.0034
                 202,           0.0062719,           0.0032864,                   0,             0.99983,                   1,               0.995,               0.995,           0.0022283,            0.001423,                   0,            0.003367,            0.003367,            0.003367
                 203,           0.0063551,           0.0032837,                   0,             0.99983,                   1,               0.995,               0.995,           0.0020725,           0.0012861,                   0,            0.003334,            0.003334,            0.003334
                 204,           0.0058385,           0.0030246,                   0,             0.99983,                   1,               0.995,               0.995,           0.0028004,           0.0014765,                   0,            0.003301,            0.003301,            0.003301
                 205,           0.0059083,           0.0032842,                   0,             0.99983,                   1,               0.995,             0.99345,            0.002816,           0.0013956,                   0,            0.003268,            0.003268,            0.003268
                 206,           0.0058552,            0.003083,                   0,             0.99982,                   1,               0.995,               0.995,           0.0017461,           0.0012308,                   0,            0.003235,            0.003235,            0.003235
                 207,           0.0062679,           0.0029235,                   0,             0.99983,                   1,               0.995,               0.995,           0.0017073,           0.0012752,                   0,            0.003202,            0.003202,            0.003202
                 208,           0.0062679,           0.0030818,                   0,             0.99983,                   1,               0.995,               0.995,           0.0021137,            0.001459,                   0,            0.003169,            0.003169,            0.003169
                 209,           0.0057653,           0.0029668,                   0,             0.99983,                   1,               0.995,               0.995,           0.0020938,           0.0013134,                   0,            0.003136,            0.003136,            0.003136
                 210,           0.0050498,           0.0029018,                   0,             0.99983,                   1,               0.995,               0.995,           0.0017391,           0.0012679,                   0,            0.003103,            0.003103,            0.003103
                 211,           0.0052657,           0.0027013,                   0,             0.99983,                   1,               0.995,               0.995,           0.0016795,           0.0012155,                   0,             0.00307,             0.00307,             0.00307
                 212,           0.0050447,           0.0029628,                   0,             0.99983,                   1,               0.995,               0.995,           0.0018886,            0.001198,                   0,            0.003037,            0.003037,            0.003037
                 213,           0.0055237,           0.0029294,                   0,             0.99983,                   1,               0.995,               0.995,           0.0022762,           0.0012652,                   0,            0.003004,            0.003004,            0.003004
                 214,           0.0053417,            0.002807,                   0,             0.99983,                   1,               0.995,               0.995,           0.0022731,           0.0012565,                   0,            0.002971,            0.002971,            0.002971
                 215,           0.0055687,           0.0029346,                   0,             0.99983,                   1,               0.995,               0.995,           0.0017763,           0.0011334,                   0,            0.002938,            0.002938,            0.002938
                 216,           0.0055926,           0.0031664,                   0,             0.99983,                   1,               0.995,               0.995,           0.0020767,             0.00117,                   0,            0.002905,            0.002905,            0.002905
                 217,           0.0047321,           0.0026909,                   0,             0.99983,                   1,               0.995,               0.995,           0.0018325,           0.0011571,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.004641,           0.0026862,                   0,             0.99983,                   1,               0.995,               0.995,            0.001827,           0.0011807,                   0,            0.002839,            0.002839,            0.002839
                 219,           0.0055278,             0.00305,                   0,             0.99983,                   1,               0.995,               0.995,           0.0019631,            0.001279,                   0,            0.002806,            0.002806,            0.002806
                 220,           0.0055275,           0.0029971,                   0,             0.99983,                   1,               0.995,               0.995,           0.0016984,           0.0011906,                   0,            0.002773,            0.002773,            0.002773
                 221,           0.0048278,             0.00265,                   0,             0.99983,                   1,               0.995,               0.995,           0.0019923,           0.0011984,                   0,             0.00274,             0.00274,             0.00274
                 222,           0.0049349,           0.0026786,                   0,             0.99983,                   1,               0.995,               0.995,           0.0018553,           0.0011288,                   0,            0.002707,            0.002707,            0.002707
                 223,           0.0055026,           0.0027791,                   0,             0.99982,                   1,               0.995,               0.995,           0.0021316,           0.0012289,                   0,            0.002674,            0.002674,            0.002674
                 224,           0.0051747,           0.0026821,                   0,             0.99982,                   1,               0.995,               0.995,            0.001984,           0.0011892,                   0,            0.002641,            0.002641,            0.002641
                 225,           0.0051692,           0.0027057,                   0,             0.99983,                   1,               0.995,               0.995,           0.0023077,           0.0012656,                   0,            0.002608,            0.002608,            0.002608
                 226,             0.00509,           0.0027894,                   0,             0.99983,                   1,               0.995,               0.995,           0.0016868,           0.0012073,                   0,            0.002575,            0.002575,            0.002575
                 227,           0.0049494,           0.0027094,                   0,             0.99983,                   1,               0.995,               0.995,           0.0016393,           0.0011945,                   0,            0.002542,            0.002542,            0.002542
                 228,           0.0047235,           0.0026145,                   0,             0.99983,                   1,               0.995,               0.995,           0.0018406,            0.001173,                   0,            0.002509,            0.002509,            0.002509
                 229,           0.0048793,           0.0026544,                   0,             0.99983,                   1,               0.995,               0.995,           0.0019009,           0.0011384,                   0,            0.002476,            0.002476,            0.002476
                 230,           0.0045389,            0.002568,                   0,             0.99983,                   1,               0.995,               0.995,           0.0018126,           0.0011165,                   0,            0.002443,            0.002443,            0.002443
                 231,           0.0046845,           0.0027211,                   0,             0.99983,                   1,               0.995,               0.995,            0.001659,           0.0010856,                   0,             0.00241,             0.00241,             0.00241
                 232,           0.0047332,            0.002553,                   0,             0.99983,                   1,               0.995,               0.995,            0.001885,           0.0011543,                   0,            0.002377,            0.002377,            0.002377
                 233,           0.0048043,           0.0028146,                   0,             0.99983,                   1,               0.995,               0.995,           0.0017694,           0.0012056,                   0,            0.002344,            0.002344,            0.002344
                 234,           0.0047574,           0.0027585,                   0,             0.99983,                   1,               0.995,               0.995,           0.0016757,            0.001158,                   0,            0.002311,            0.002311,            0.002311
                 235,           0.0048985,           0.0028971,                   0,             0.99983,                   1,               0.995,               0.995,           0.0015659,           0.0011187,                   0,            0.002278,            0.002278,            0.002278
                 236,           0.0043482,            0.002634,                   0,             0.99983,                   1,               0.995,               0.995,           0.0016595,           0.0011649,                   0,            0.002245,            0.002245,            0.002245
                 237,           0.0041185,           0.0025574,                   0,             0.99983,                   1,               0.995,               0.995,           0.0015688,           0.0011345,                   0,            0.002212,            0.002212,            0.002212
                 238,           0.0043869,           0.0027788,                   0,             0.99983,                   1,               0.995,               0.995,           0.0020229,           0.0011949,                   0,            0.002179,            0.002179,            0.002179
                 239,           0.0046205,           0.0025414,                   0,             0.99983,                   1,               0.995,               0.995,           0.0016963,           0.0010681,                   0,            0.002146,            0.002146,            0.002146
                 240,           0.0043133,           0.0027174,                   0,             0.99983,                   1,               0.995,               0.995,            0.001688,           0.0011152,                   0,            0.002113,            0.002113,            0.002113
                 241,           0.0042559,           0.0025328,                   0,             0.99983,                   1,               0.995,               0.995,           0.0015608,           0.0010881,                   0,             0.00208,             0.00208,             0.00208
                 242,           0.0044248,            0.002538,                   0,             0.99983,                   1,               0.995,               0.995,           0.0014654,           0.0010441,                   0,            0.002047,            0.002047,            0.002047
                 243,           0.0043631,           0.0025623,                   0,             0.99983,                   1,               0.995,               0.995,           0.0014974,           0.0010553,                   0,            0.002014,            0.002014,            0.002014
                 244,           0.0041574,           0.0024658,                   0,             0.99983,                   1,               0.995,               0.995,           0.0019288,           0.0010948,                   0,            0.001981,            0.001981,            0.001981
                 245,           0.0043738,           0.0027408,                   0,             0.99983,                   1,               0.995,               0.995,           0.0014362,           0.0010481,                   0,            0.001948,            0.001948,            0.001948
                 246,           0.0039351,           0.0022821,                   0,             0.99984,                   1,               0.995,               0.995,           0.0013972,           0.0010362,                   0,            0.001915,            0.001915,            0.001915
                 247,           0.0043656,           0.0025565,                   0,             0.99983,                   1,               0.995,               0.995,           0.0013517,           0.0010846,                   0,            0.001882,            0.001882,            0.001882
                 248,           0.0042875,            0.002518,                   0,             0.99983,                   1,               0.995,               0.995,           0.0016755,            0.001078,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.004205,           0.0026211,                   0,             0.99984,                   1,               0.995,               0.995,           0.0017222,           0.0011893,                   0,            0.001816,            0.001816,            0.001816
                 250,           0.0039379,            0.002382,                   0,             0.99983,                   1,               0.995,               0.995,           0.0014898,            0.001042,                   0,            0.001783,            0.001783,            0.001783
                 251,           0.0039304,           0.0023368,                   0,             0.99983,                   1,               0.995,               0.995,           0.0015195,           0.0010308,                   0,             0.00175,             0.00175,             0.00175
                 252,           0.0038971,           0.0025725,                   0,             0.99983,                   1,               0.995,               0.995,            0.001661,           0.0010461,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.004029,           0.0023228,                   0,             0.99983,                   1,               0.995,               0.995,            0.001497,            0.001017,                   0,            0.001684,            0.001684,            0.001684
                 254,           0.0038102,           0.0024786,                   0,             0.99984,                   1,               0.995,               0.995,            0.001345,          0.00099741,                   0,            0.001651,            0.001651,            0.001651
                 255,           0.0038554,           0.0023339,                   0,             0.99983,                   1,               0.995,               0.995,           0.0014441,          0.00097662,                   0,            0.001618,            0.001618,            0.001618
                 256,           0.0038463,           0.0024056,                   0,             0.99983,                   1,               0.995,               0.995,           0.0014159,          0.00096017,                   0,            0.001585,            0.001585,            0.001585
                 257,           0.0037297,           0.0022745,                   0,             0.99983,                   1,               0.995,               0.995,           0.0012547,          0.00093821,                   0,            0.001552,            0.001552,            0.001552
                 258,           0.0036424,           0.0024709,                   0,             0.99984,                   1,               0.995,               0.995,           0.0012802,          0.00096368,                   0,            0.001519,            0.001519,            0.001519
                 259,           0.0036893,           0.0022969,                   0,             0.99983,                   1,               0.995,               0.995,           0.0013021,          0.00097426,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.003639,           0.0025714,                   0,             0.99984,                   1,               0.995,               0.995,           0.0014839,          0.00098265,                   0,            0.001453,            0.001453,            0.001453
                 261,           0.0036234,           0.0024468,                   0,             0.99984,                   1,               0.995,               0.995,            0.001379,           0.0010013,                   0,             0.00142,             0.00142,             0.00142
                 262,           0.0037486,            0.002305,                   0,             0.99984,                   1,               0.995,               0.995,           0.0012631,            0.001018,                   0,            0.001387,            0.001387,            0.001387
                 263,           0.0038699,            0.002509,                   0,             0.99984,                   1,               0.995,               0.995,           0.0012606,           0.0010019,                   0,            0.001354,            0.001354,            0.001354
                 264,           0.0037348,           0.0022325,                   0,             0.99984,                   1,               0.995,               0.995,           0.0012215,          0.00096215,                   0,            0.001321,            0.001321,            0.001321
                 265,           0.0035768,           0.0023465,                   0,             0.99984,                   1,               0.995,               0.995,           0.0012724,          0.00099159,                   0,            0.001288,            0.001288,            0.001288
                 266,           0.0036245,           0.0021256,                   0,             0.99984,                   1,               0.995,               0.995,           0.0012041,          0.00094387,                   0,            0.001255,            0.001255,            0.001255
                 267,           0.0037186,           0.0024393,                   0,             0.99984,                   1,               0.995,               0.995,           0.0011718,          0.00089436,                   0,            0.001222,            0.001222,            0.001222
                 268,           0.0034475,           0.0022571,                   0,             0.99984,                   1,               0.995,               0.995,           0.0011884,          0.00088932,                   0,            0.001189,            0.001189,            0.001189
                 269,           0.0032976,           0.0021784,                   0,             0.99984,                   1,               0.995,               0.995,           0.0013498,          0.00094876,                   0,            0.001156,            0.001156,            0.001156
                 270,           0.0033771,            0.002285,                   0,             0.99984,                   1,               0.995,               0.995,           0.0012467,          0.00098734,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.003568,           0.0024517,                   0,             0.99984,                   1,               0.995,               0.995,           0.0012724,          0.00088647,                   0,             0.00109,             0.00109,             0.00109
                 272,           0.0033563,           0.0022571,                   0,             0.99984,                   1,               0.995,               0.995,           0.0012045,          0.00090322,                   0,            0.001057,            0.001057,            0.001057
                 273,           0.0032861,           0.0021795,                   0,             0.99984,                   1,               0.995,               0.995,           0.0011512,          0.00088373,                   0,            0.001024,            0.001024,            0.001024
                 274,           0.0034241,           0.0024218,                   0,             0.99984,                   1,               0.995,               0.995,           0.0011263,          0.00085695,                   0,            0.000991,            0.000991,            0.000991
                 275,           0.0034901,           0.0025006,                   0,             0.99984,                   1,               0.995,               0.995,            0.001114,          0.00083728,                   0,            0.000958,            0.000958,            0.000958
                 276,             0.00318,           0.0022056,                   0,             0.99984,                   1,               0.995,               0.995,           0.0011621,          0.00087628,                   0,            0.000925,            0.000925,            0.000925
                 277,           0.0033941,           0.0023387,                   0,             0.99984,                   1,               0.995,               0.995,           0.0011435,           0.0008447,                   0,            0.000892,            0.000892,            0.000892
                 278,           0.0032532,           0.0020963,                   0,             0.99984,                   1,               0.995,               0.995,           0.0011787,          0.00085261,                   0,            0.000859,            0.000859,            0.000859
                 279,           0.0033724,            0.002164,                   0,             0.99984,                   1,               0.995,               0.995,           0.0011974,          0.00085649,                   0,            0.000826,            0.000826,            0.000826
                 280,           0.0035142,           0.0022525,                   0,             0.99984,                   1,               0.995,               0.995,           0.0011856,          0.00093936,                   0,            0.000793,            0.000793,            0.000793
                 281,           0.0033942,           0.0022186,                   0,             0.99984,                   1,               0.995,               0.995,           0.0011266,          0.00087554,                   0,             0.00076,             0.00076,             0.00076
                 282,           0.0033542,           0.0021207,                   0,             0.99984,                   1,               0.995,               0.995,           0.0011476,          0.00090407,                   0,            0.000727,            0.000727,            0.000727
                 283,           0.0032168,           0.0020941,                   0,             0.99984,                   1,               0.995,               0.995,            0.001141,          0.00087974,                   0,            0.000694,            0.000694,            0.000694
                 284,           0.0031749,           0.0022948,                   0,             0.99984,                   1,               0.995,               0.995,           0.0011203,          0.00087734,                   0,            0.000661,            0.000661,            0.000661
                 285,           0.0032251,           0.0023139,                   0,             0.99984,                   1,               0.995,               0.995,           0.0011044,          0.00089016,                   0,            0.000628,            0.000628,            0.000628
                 286,           0.0032622,           0.0022674,                   0,             0.99984,                   1,               0.995,               0.995,           0.0010941,          0.00085537,                   0,            0.000595,            0.000595,            0.000595
                 287,           0.0033522,           0.0023014,                   0,             0.99984,                   1,               0.995,               0.995,           0.0011336,          0.00088638,                   0,            0.000562,            0.000562,            0.000562
                 288,           0.0034964,           0.0022574,                   0,             0.99984,                   1,               0.995,               0.995,           0.0011439,          0.00092317,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.003125,           0.0021405,                   0,             0.99984,                   1,               0.995,               0.995,           0.0010453,          0.00088577,                   0,            0.000496,            0.000496,            0.000496
                 290,           0.0033611,           0.0021959,                   0,             0.99984,                   1,               0.995,               0.995,           0.0010643,           0.0008542,                   0,            0.000463,            0.000463,            0.000463
                 291,           0.0031395,           0.0021018,                   0,             0.99984,                   1,               0.995,               0.995,           0.0010631,            0.000852,                   0,             0.00043,             0.00043,             0.00043
                 292,           0.0031468,           0.0019682,                   0,             0.99984,                   1,               0.995,               0.995,           0.0010626,          0.00087221,                   0,            0.000397,            0.000397,            0.000397
                 293,           0.0031507,           0.0021466,                   0,             0.99984,                   1,               0.995,               0.995,           0.0010205,          0.00083604,                   0,            0.000364,            0.000364,            0.000364
                 294,           0.0031248,           0.0021167,                   0,             0.99984,                   1,               0.995,               0.995,           0.0010143,          0.00081704,                   0,            0.000331,            0.000331,            0.000331
                 295,           0.0033578,           0.0021615,                   0,             0.99984,                   1,               0.995,               0.995,           0.0010594,          0.00084084,                   0,            0.000298,            0.000298,            0.000298
                 296,           0.0032534,           0.0020463,                   0,             0.99984,                   1,               0.995,               0.995,           0.0010555,          0.00084953,                   0,            0.000265,            0.000265,            0.000265
                 297,           0.0031582,           0.0022784,                   0,             0.99984,                   1,               0.995,               0.995,           0.0010565,           0.0008451,                   0,            0.000232,            0.000232,            0.000232
                 298,           0.0031022,           0.0022164,                   0,             0.99984,                   1,               0.995,               0.995,           0.0010358,          0.00083335,                   0,            0.000199,            0.000199,            0.000199
                 299,           0.0029723,           0.0021679,                   0,             0.99984,                   1,               0.995,               0.995,           0.0010418,          0.00082345,                   0,            0.000166,            0.000166,            0.000166
